id,true_label,rationales,post_tokens,text,predicted_label,hate_probability
7920838_gab,1,[],"['biggest' 'safe' 'space' 'online' 'they' 'banned' 'me' 'for' 'being'
 'too' 'pro' 'trump' 'and' 'questioning' 'beta' 'faggots' 'who' 'had'
 'not' 'sworn' 'allegiance' 'to' 'the' 'god' 'emperor' 'apparently' 'i'
 'was' 'concern' 'trolling' 'please' 'mods' 'are' 'pussies' 'who' 'are'
 'not' 'willing' 'to' 'do' 'what' 'it' 'takes' 'to' 'take' 'their'
 'community' 'to' 'the' 'next' 'level']",biggest safe space online they banned me for being too pro trump and questioning beta faggots who had not sworn allegiance to the god emperor apparently i was concern trolling please mods are pussies who are not willing to do what it takes to take their community to the next level,0,0.31938666
3218308_gab,0,[0 0 0 0 1 0 0 0 0 0 0 0 0 0],"['·' '<user>' 'downvote' 'me' 'faggot' 'or' 'i' 'will' 'put' 'mmbop'
 'live' 'nobody' 'wants' 'that']",· <user> downvote me faggot or i will put mmbop live nobody wants that,1,0.81420064
1219158331106963456_twitter,0,[0 0 1 1 1 1 1 1 1 1],"['<user>' '<user>' 'ching' 'chong' 'nobody' 'gives' 'a' 'fuck' 'you'
 'atheist']",<user> <user> ching chong nobody gives a fuck you atheist,1,0.84928495
8530748_gab,0,"[0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1]","['janet' 'o' 'hara2' 'hours' 'ago' 'ghetto' 'college' 'send' 'your' 'kids'
 'there' 'and' 'they' 'can' 'learn' 'to' 'speak' 'ghetto' 'too' 'get'
 'your' 'degree' 'in' 'ebonics' 'you' 'will' 'be' 'so' 'desirable' 'to'
 'employers' 'you' 'will' 'be' 'sought' 'after' 'in' 'hiring' 'lmao'
 'president' 'is' 'a' 'wimp' 'and' 'lets' 'the' 'insane' 'asylum' 'run'
 'the' 'school' '\ufeff']",janet o hara2 hours ago ghetto college send your kids there and they can learn to speak ghetto too get your degree in ebonics you will be so desirable to employers you will be sought after in hiring lmao president is a wimp and lets the insane asylum run the school ﻿,1,0.82768893
1178865465264881664_twitter,1,[],['the' 'bengals' 'just' 'got' 'raped' 'by' 'a' 'reindeer'],the bengals just got raped by a reindeer,0,0.2669302
1121090278172045312_twitter,1,[],['are' 'not' 'we' 'muslims' 'stopshiitevictimization'],are not we muslims stopshiitevictimization,0,0.14627008
23363867_gab,1,[],"['nasty' 'women' 'who' 'hate' 'to' 'see' 'a' 'pretty' 'lady' 'on' 'the'
 'tv' 'or' 'in' 'the' 'papers' 'this' 'does' 'not' 'offend' 'me' 'one'
 'bit' 'very' 'insecure' 'people' 'in' 'this' 'world' 'sadly']",nasty women who hate to see a pretty lady on the tv or in the papers this does not offend me one bit very insecure people in this world sadly,0,0.46276134
12770258_gab,1,[],"['when' 'queers' 'persecute' 'u' 'and' 'ir' 'children' 'u' 'might'
 'return' 'to' 'god' 'law' 'aka' 'theonomy']",when queers persecute u and ir children u might return to god law aka theonomy,0,0.24391249
1178404971747913728_twitter,0,[0 0 0 0 0 0 0 0 0 0 1 1 1],"['ion' 'be' 'saying' 'nun' 'when' 'you' 'all' 'play' 'you' 'all' 'nigger'
 'music' '😭']",ion be saying nun when you all play you all nigger music 😭,1,0.80271024
12386020_gab,1,[],"['i' 'checked' 'that' 'one' 'already' 'as' 'someone' 'else' 'said' 'it'
 'one' 'of' 'the' 'two' 'according' 'to' 'wikipedia' 'founders' 'were'
 'jewish' 'but' 'yeah' 'be' 'peaceful' 'it' 'was' 'an' 'intentionally'
 'provocative' 'question' 'primarily' 'to' 'the' 'wns' 'who' 'call' 'me'
 'a' 'kike' 'and' 'does' 'not' 'actually' 'matter' 'i' 'do' 'love'
 'puppies' '<number>']",i checked that one already as someone else said it one of the two according to wikipedia founders were jewish but yeah be peaceful it was an intentionally provocative question primarily to the wns who call me a kike and does not actually matter i do love puppies <number>,0,0.20410384
23252924_gab,1,[],"['my' 'uncle' 'found' 'a' 'coon' 'hound' 'and' 'brought' 'it' 'home'
 'briefly' 'today' 'until' 'it' 'bit' 'my' 'mother' 'apparently' 'being'
 'bit' 'by' 'a' 'dog' 'hurts' 'and' 'she' 'did' 'not' 'want' 'something'
 'around' 'that' 'might' 'endanger' 'her' 'little' 'dog']",my uncle found a coon hound and brought it home briefly today until it bit my mother apparently being bit by a dog hurts and she did not want something around that might endanger her little dog,0,0.1304515
1257359674459987969_twitter,0,[0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['<user>' 'disagree' 'with' 'me' 'you' 'should' 'die' 'sounds' 'a' 'like'
 'you' 'agree' 'with' 'some' 'of' 'those' 'nazi' 'policies' 'you' 'like'
 'so' 'much']",<user> disagree with me you should die sounds a like you agree with some of those nazi policies you like so much,1,0.95683634
8172349_gab,0,[1 1 1 1 1 0 0 0 0 0 0 0 0],"['downvoting' 'is' 'for' 'faggots' 'fam' 'everyone' 'knows' 'that' 'much'
 'love' 'tho' '♥' '🎈']",downvoting is for faggots fam everyone knows that much love tho ♥ 🎈,1,0.6627692
25873026_gab,1,[],"['it' 'seems' 'to' 'me' 'that' 'the' 'ideal' 'queen' 'for' 'great'
 'britain' 'in' 'this' 'idyllic' 'pc' 'era' 'would' 'be' 'an' 'obese'
 'hiv' 'positive' 'lesbian' 'negress']",it seems to me that the ideal queen for great britain in this idyllic pc era would be an obese hiv positive lesbian negress,0,0.006363574
15353202_gab,1,[],"['president' 'trump' 'i' 'applaud' 'you' 'for' 'highlighting' 'the'
 'moslem' 'issue' 'ban' 'islam' 'speak' 'freely']",president trump i applaud you for highlighting the moslem issue ban islam speak freely,0,0.27855107
1171661642561728513_twitter,1,[],"['twomad' 'was' 'having' 'too' 'much' 'fun' 'in' 'overwatch' 'he' 'said'
 'live' 'on' 'stream' 'hola' 'my' 'niggers']",twomad was having too much fun in overwatch he said live on stream hola my niggers,0,0.2560871
1178819413287546884_twitter,1,[],['im' 'only' 'playing' 'tabletops' 'with' 'niggers' 'from' 'now' 'on'],im only playing tabletops with niggers from now on,0,0.1799625
1963795_gab,0,"[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1]","['<user>' 'she' 'should' 'go' 'meet' 'muslims' 'where' 'sharia' 'law' 'is'
 'the' 'rule' 'and' 'hang' 'out' 'there' 'and' 'then' 'come' 'back' 'and'
 'tell' 'us' 'how' 'she' 'was' 'treated' 'wearing' 'something' 'as'
 'simple' 'as' 'she' 'wearing' 'in' 'that' 'pic' 'she' 'd' 'be' 'gang'
 'raped' 'and' 'beaten' 'then' 'charged' 'with' 'being' 'a' 'slut']",<user> she should go meet muslims where sharia law is the rule and hang out there and then come back and tell us how she was treated wearing something as simple as she wearing in that pic she d be gang raped and beaten then charged with being a slut,1,0.84959716
10413780_gab,1,[],"['the' 'muslimes' 'and' 'africans' 'want' 'to' 'take' 'over' 'all'
 'things' 'that' 'whites' 'have' 'created' 'they' 'are' 'especially'
 'obsessed' 'pussy' 'whipped' 'by' 'our' 'women' 'this' 'is' 'very'
 'dangerous' 'as' 'our' 'women' 'are' 'our' 'future' 'white' 'women'
 'need' 'to' 'understand' 'that' 'their' 'bodies' 'are' 'the' 'frontline'
 'and' 'that' 'this' 'is' 'a' 'war']",the muslimes and africans want to take over all things that whites have created they are especially obsessed pussy whipped by our women this is very dangerous as our women are our future white women need to understand that their bodies are the frontline and that this is a war,0,0.013454153
12128052_gab,0,[0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0],"['am' 'i' 'a' 'bad' 'person' 'for' 'reading' 'cut' 'refugees' 'in'
 '<number>' '<number>' 'and' 'i' 'wondered' 'whether' 'they' 'were'
 'going' 'to' 'do' 'it' 'vertically' 'or' 'horizontally']",am i a bad person for reading cut refugees in <number> <number> and i wondered whether they were going to do it vertically or horizontally,1,0.9492946
24926210_gab,1,[],"['you' 'are' 'very' 'well' 'informed' 'not' 'many' 'know' 'that' 'japan'
 'took' 'in' '<number>' 'moslem' 'refugees' 'only' 'to' 'see' '<number>'
 'involved' 'in' 'a' 'gang' 'rape' 'in' 'less' 'than' '<number>' 'months']",you are very well informed not many know that japan took in <number> moslem refugees only to see <number> involved in a gang rape in less than <number> months,0,0.338405
21681110_gab,1,[],"['when' 'a' 'white' 'guy' 'decides' 'to' 'hide' 'behind' 'pretending' 'to'
 'be' 'a' 'nigger' 'in' 'order' 'to' 'insult' 'other' 'whites' 'on' 'gab'
 'which' 'truly' 'is' 'a' 'free' 'speech' 'platform' 'unlike' 'twitter'
 'then' 'you' 'have' 'to' 'wonder' 'at' 'the' 'satire' 'being' 'presented']",when a white guy decides to hide behind pretending to be a nigger in order to insult other whites on gab which truly is a free speech platform unlike twitter then you have to wonder at the satire being presented,0,0.367015
24193157_gab,1,[],"['how' 'much' 'longer' 'will' 'the' 'west' 'continue' 'to' 'put' 'up'
 'with' 'all' 'of' 'this' 'shit' 'from' 'retarded' 'third' 'worlders'
 'and' 'liberal' 'cucks' 'before' 'we' 'revert' 'to' 'a' 'frontier'
 'mentality' 'and' 'just' 'start' 'the' 'real' 'violence']",how much longer will the west continue to put up with all of this shit from retarded third worlders and liberal cucks before we revert to a frontier mentality and just start the real violence,0,0.044597577
12197721_gab,0,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","['notice' 'how' 'unattractive' 'and' 'thick' 'most' 'women' 'are' 'in'
 'politics' 'it' 'a' 'man' 'job' 'it' 'dirty' 'it' 'requires' 'loose'
 'morals' 'and' 'it' 'corrupt' 'as' 'hell' 'a' 'woman' 'by' 'definition'
 'is' 'alien' 'to' 'such' 'an' 'environment' 'so' 'the' 'worst' 'of'
 'them' 'go' 'into' 'it']",notice how unattractive and thick most women are in politics it a man job it dirty it requires loose morals and it corrupt as hell a woman by definition is alien to such an environment so the worst of them go into it,1,0.7145782
3235496_gab,0,[0 0 0 0 0 1 1 1],['<user>' 'send' 'her' '<number>' 'a' 'moslem' 'refugee' 'camp'],<user> send her <number> a moslem refugee camp,1,0.61277324
1179093309878194178_twitter,1,[],"['your' 'thedirtiest' 'americans' 'people' 'in' 'this' 'country' 'the'
 'most' 'corrupted' 'white' 'men' 'women' 'toolscorrupted' 'thieves'
 'mark' 'zuckerberg' 'facebook' 'republican' 'leaders' 'media' 'trump'
 'alive' 'who' 'cares' 'what' 'you' 'frauds' 'con' 'and' 'liars' 'think'
 'or' 'say' 'itsall' 'white' 'lies' 'abuse' 'delusion' 'un' 'ap' 'aclu']",your thedirtiest americans people in this country the most corrupted white men women toolscorrupted thieves mark zuckerberg facebook republican leaders media trump alive who cares what you frauds con and liars think or say itsall white lies abuse delusion un ap aclu,0,0.32901433
14839521_gab,0,[0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0],"['i' 'am' 'exhausted' 'by' 'queers' 'and' 'coloreds' 'saying' 'shit'
 'like' 'yes' 'queen' 'and' 'i' 'am' 'ded' 'wtf' 'do' 'these' 'things'
 'mean']",i am exhausted by queers and coloreds saying shit like yes queen and i am ded wtf do these things mean,1,0.53045315
1178751837026938880_twitter,1,[],['i' 'meant' 'whigger' 'not' 'whither' 'lol'],i meant whigger not whither lol,0,0.43503034
1092728972679426048_twitter,1,[],['ines' 'is' 'one' 'evil' 'bitch' 'mafsau'],ines is one evil bitch mafsau,0,0.18410648
23215991_gab,1,[],"['so' 'let' 'me' 'see' 'if' 'iget' 'this' 'str8' 'wn1' '<number>' 'was'
 'an' 'eloaborate' 'ruse' 'conducted' 'by' 'jews' 'in' 'the' 'mid' 'late'
 '<number>' 'that' 'brought' 'wlp' 'na' 'crashing' 'down' 'is' 'that'
 'youre' 'saying']",so let me see if iget this str8 wn1 <number> was an eloaborate ruse conducted by jews in the mid late <number> that brought wlp na crashing down is that youre saying,0,0.3208745
1179045436482637831_twitter,0,[0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0],"['<user>' 'raped' 'the' 'lil' 'boy' 'and' 'he' 'got' 'sick' 'gave' 'the'
 'lil' 'niggas' 'aids' 'smh' '😭']",<user> raped the lil boy and he got sick gave the lil niggas aids smh 😭,1,0.9675638
5817512_gab,0,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1]","['so' 'here' 'something' 'i' 'have' 'had' 'a' 'hunch' 'about' 'so' 'i'
 'have' 'yet' 'to' 'really' 'look' 'into' 'in' 'their' 'plan' 'after'
 'white' 'have' 'been' 'all' 'but' 'extinct' 'seeing' 'as' 'they' 'd' 'be'
 'the' 'last' 'civilized' 'group' 'left' 'they' 'd' 'go' 'after' 'the'
 'asians' 'next']",so here something i have had a hunch about so i have yet to really look into in their plan after white have been all but extinct seeing as they d be the last civilized group left they d go after the asians next,1,0.648188
22949513_gab,0,"[0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]","['trump' 'is' 'outraged' 'over' 'mexico' 'allowing' 'immigrants' 'into'
 'our' 'country' 'har' 'har' 'har' 'cause' 'it' 'their' 'job' 'to'
 'protect' 'our' 'border' 'hey' 'neighbor' 'i' 'am' 'mad' 'you' 'did'
 'not' 'protect' 'my' 'house' 'from' 'these' 'criminals' 'i' 'doubt'
 'trump' 'will' 'do' 'anything' 'about' 'this' 'only' 'brave' 'white'
 'men' 'in' 'texas' 'will']",trump is outraged over mexico allowing immigrants into our country har har har cause it their job to protect our border hey neighbor i am mad you did not protect my house from these criminals i doubt trump will do anything about this only brave white men in texas will,1,0.65190905
1178629835477921792_twitter,1,[],"['<user>' 'yo' 'too' 'beautiful' '😍' '😍' 'likely' 'to' 'bounce' 'all'
 'niggers' 'on' 'these' 'twitter' 'streets' '😜' '😝']",<user> yo too beautiful 😍 😍 likely to bounce all niggers on these twitter streets 😜 😝,0,0.48114908
1179100565718097920_twitter,1,[],['i' 'hate' 'you' 'cowards'],i hate you cowards,0,0.25823247
1178384487798972416_twitter,1,[],"['<user>' 'nigger' 'is' 'still' 'jesus' 'christ' 'for' 'all' 'this'
 'niggers']",<user> nigger is still jesus christ for all this niggers,0,0.20331179
20050318_gab,1,[],['flying' 'none' 'makes' 'me' 'puke' 'damned' 'to' 'hell' 'queers'],flying none makes me puke damned to hell queers,0,0.49990463
12661982_gab,1,[],"['first' 'we' 'sat' 'by' 'watching' 'photos' 'of' 'yazidi' 'women' 'and'
 'little' 'girls' 'being' 'sold' 'as' 'slaves' 'refusing' 'those' 'who'
 'escaped' 'refugee' 'status' 'in' 'europe' 'and' 'usa' 'now' 'us' 'can'
 'send' 'money' 'for' 'moslem' 'refugees' 'who' 'caused' 'their' 'problem'
 'but' 'not' 'for' 'christians' 'who' 'really' 'are' 'the' 'victims']",first we sat by watching photos of yazidi women and little girls being sold as slaves refusing those who escaped refugee status in europe and usa now us can send money for moslem refugees who caused their problem but not for christians who really are the victims,0,0.413714
9329272_gab,1,[],"['russell' 'also' 'writes' 'about' 'how' 'jewish' 'and' 'italian'
 'mobsters' 'founded' 'las' 'vegas' 'jewish' 'copyright' 'thieves'
 'founded' 'hollywood' 'and' 'gay' 'mafiosos' 'helped' 'spark' 'the' 'gay'
 'rights' 'movement' 'he' 'thinks' 'all' 'of' 'these' 'things' 'were'
 'good' 'for' 'society' 'of' 'course']",russell also writes about how jewish and italian mobsters founded las vegas jewish copyright thieves founded hollywood and gay mafiosos helped spark the gay rights movement he thinks all of these things were good for society of course,0,0.11431907
1179052152859369472_twitter,0,[1 1 1 1],['why' 'do' 'dykes' 'exist'],why do dykes exist,1,0.83999664
1256082039142563840_twitter,0,[0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 1 1],"['<user>' 'guys' 'i' 'think' 'stephen' 'miller' 'is' 'a' 'nazi' 'just'
 'like' 'other' 'stephen' 'miller' 'is' 'fuck' 'off' 'you' 'white'
 'supremacist' 'piece' 'of' 'shit']",<user> guys i think stephen miller is a nazi just like other stephen miller is fuck off you white supremacist piece of shit,1,0.8536079
25330302_gab,1,[],"['all' 'it' 'does' 'is' 'boomerpost' 'while' 'pretending' 'to' 'be' 'a'
 'slav' 'and' 'screeches' 'anytime' 'anyone' 'says' 'anything' 'about'
 'jews' 'like' 'anyone' 'other' 'than' 'a' 'boomer' 'would' 'be'
 'retarded' 'enough' 'to' 'believe' 'slavs' 'do' 'not' 'know' 'their'
 'own' '2' '0' 'th' 'century' 'history' 'at' 'the' 'hands' 'of' 'the'
 'chosenites']",all it does is boomerpost while pretending to be a slav and screeches anytime anyone says anything about jews like anyone other than a boomer would be retarded enough to believe slavs do not know their own 2 0 th century history at the hands of the chosenites,0,0.15278916
10224803_gab,0,"[0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 1]","['mcpain' 'traitor' 'in' '<number>' 'mussie' 'loving' 'mcpain' 'traveled'
 'to' 'syria' 'to' 'meet' 'with' 'moderate' 'rebels' 'rebels' 'sent' 'by'
 'ohell' 'ohellary' 'from' 'libya' 'rem' 'benghazi' 'to' 'attack' 'syria'
 'president' 'assad' 'this' 'traitor' 'was' 'actually' 'meeting' 'with'
 'isis' 'and' 'arranged' 'to' 'get' 'them' 'more' 'funding' 'arms'
 'treason']",mcpain traitor in <number> mussie loving mcpain traveled to syria to meet with moderate rebels rebels sent by ohell ohellary from libya rem benghazi to attack syria president assad this traitor was actually meeting with isis and arranged to get them more funding arms treason,1,0.71472764
1179038587074990082_twitter,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],"['i' 'just' 'wanna' 'slam' 'my' 'phone' 'across' 'the' 'floor' 'rn'
 'maybe' 'that' 'll' 'help' 'it' 'stop' 'acting' 'retarded']",i just wanna slam my phone across the floor rn maybe that ll help it stop acting retarded,1,0.9285385
1179083904269115392_twitter,1,[],"['the' 'jews' 'help' 'other' 'jews' 'the' 'asians' 'help' 'other' 'asians'
 'and' 'white' 'supremacy' 'has' 'wealth' 'frozen' 'in' 'their'
 'community' 'is' 'america' 'was' 'built' 'for' 'whites' 'not' 'blacks'
 'so' 'blacks' 'should' 'help' 'other' 'blacks']",the jews help other jews the asians help other asians and white supremacy has wealth frozen in their community is america was built for whites not blacks so blacks should help other blacks,0,0.32944566
16152907_gab,0,[0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0],"['i' 'swear' 'between' '<user>' 'and' '<user>' 'it' 'an' 'endless'
 'repressed' 'homosexual' 'cacophany' 'of' 'moar' 'black' 'cocks' 'i'
 'want' 'moar' 'black' 'cocks' 'an' 'gay' 'porn' 'it' 'really' 'kind' 'of'
 'sad' 'guys' 'seriously']",i swear between <user> and <user> it an endless repressed homosexual cacophany of moar black cocks i want moar black cocks an gay porn it really kind of sad guys seriously,1,0.88207287
1178490118786600966_twitter,1,[],"['i' 'feel' 'sorry' 'for' 'these' 'obviously' 'mentally' 'sick' 'white'
 'people' 'who' 'are' 'obviously' 'emotionally' 'and' 'intellectually'
 'retarded']",i feel sorry for these obviously mentally sick white people who are obviously emotionally and intellectually retarded,0,0.48604184
12583730_gab,1,[],"['that' 'because' 'u' 'blacks' 'are' 'eight' 'times' 'more' 'likely' 'to'
 'attack' 'a' 'hispanic' 'person' 'than' 'a' 'hispanic' 'person'
 'attacking' 'a' 'black' 'person' 'blacks' 'are' 'twenty' 'seven' 'times'
 'more' 'likely' 'to' 'attack' 'a' 'white' 'person' 'white' 'nfl'
 'players' 'should' 'be' 'kneeling' 'to' 'bring' 'awareness' 'to' 'the'
 'massive' 'black' 'on' 'white' 'violence']",that because u blacks are eight times more likely to attack a hispanic person than a hispanic person attacking a black person blacks are twenty seven times more likely to attack a white person white nfl players should be kneeling to bring awareness to the massive black on white violence,0,0.1724504
25573178_gab,1,[],['hewbris' 'heeb' 'jewbris' 'jew' 'needs' 'to' 'be' 'a' 'thing'],hewbris heeb jewbris jew needs to be a thing,0,0.38577956
25524231_gab,0,[0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"['if' 'this' 'soy' 'trend' 'continues' 'women' 'are' 'going' 'to' 'need'
 'ai' 'penises' 'capable' 'of' 'producing' 'sperm' 'with' 'aryan' 'dna'
 'as' 'much' 'as' 'mgtow' 'men' 'are' 'wishing' 'for' 'ai' 'wombs']",if this soy trend continues women are going to need ai penises capable of producing sperm with aryan dna as much as mgtow men are wishing for ai wombs,1,0.7061904
1178694026611937281_twitter,1,[],"['him' 'idc' 'what' 'she' 'says' 'i' 'will' 'grab' 'any' 'woman' 'by'
 'the' 'pussy' 'and' 'fuck' 'you' 'brownies' 'and' 'fuck' 'you' 'fags'
 'and' 'dykes' 'us' 'he' 'a' 'rapist' 'racist' 'homophobe' 'transphobe'
 'you' 'all' 'how' 'can' 'you' 'be' 'so' 'unpatriotic' 'can' 't' 'you'
 'see' 'he' 'is' 'bringing' 'america' 'back' 'to' 'her' 'roots' 'us' 'yup'
 'he' 'sure' 'is']",him idc what she says i will grab any woman by the pussy and fuck you brownies and fuck you fags and dykes us he a rapist racist homophobe transphobe you all how can you be so unpatriotic can t you see he is bringing america back to her roots us yup he sure is,0,0.08748586
8391527_gab,0,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"['ill' 'honk' 'as' 'i' 'drive' 'through' 'your' 'ghetto' 'cant' 'stop' 'i'
 'have' 'white' 'business' 'to' 'attend' 'to']",ill honk as i drive through your ghetto cant stop i have white business to attend to,1,0.94858485
1179047731505049600_twitter,1,[],"['1' 'st' 'wave' 'feminism' 'let' 'us' 'vote' 'and' 'shit' 'assholes'
 'modern' 'feminism' 'i' 'hope' 'you' 'get' 'raped' 'for' 'not' 'bowing'
 'at' 'the' 'altar' 'of' 'big' 'government' 'fellow' 'females']",1 st wave feminism let us vote and shit assholes modern feminism i hope you get raped for not bowing at the altar of big government fellow females,0,0.29833803
6709159_gab,0,[1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['frigid' 'childless' 'dykes' 'conned' 'females' 'that' 'white' 'men'
 'are' 'bad' 'mmkay' 'and' 'that' 'child' 'rearing' 'and' 'taking' 'care'
 'of' 'the' 'home' 'wasn' 't' 'valuable' 'its' 'invaluable' 'and' 'always'
 'has' 'been']",frigid childless dykes conned females that white men are bad mmkay and that child rearing and taking care of the home wasn t valuable its invaluable and always has been,1,0.59063166
15920501_gab,1,[],"['our' 'local' 'moslimes' 'are' 'clustered' 'to' 'the' 'south' 'and'
 'south' 'west' 'serbia' 'does' 'not' 'have' 'colored' 'immigrants'
 'moslem' 'or' 'not' 'refugees' 'who' 'got' 'here' 'before' 'surrounding'
 'countries' 'have' 'closed' 'borders' 'are' 'located' 'in' 'special'
 'facilities' 'and' 'very' 'few' 'have' 'managed' 'to' 'escape' 'and'
 'live' 'among' 'general' 'population']",our local moslimes are clustered to the south and south west serbia does not have colored immigrants moslem or not refugees who got here before surrounding countries have closed borders are located in special facilities and very few have managed to escape and live among general population,0,0.49604806
1178573010212548608_twitter,0,[0 0 1 1 1 1 1 0 0 0 0 0 0 0],"['<user>' '<user>' 'nambia' 'and' 'other' 'shithole' 'countries' 'stand'
 'ready' 'with' 'shipments' 'of' 'extra' 'covfefe']",<user> <user> nambia and other shithole countries stand ready with shipments of extra covfefe,1,0.9585377
1093483561489817600_twitter,0,[0 0 0 0 1 1 1 1],['<user>' '<user>' 'why' 'do' 'muzzys' 'hate' 'so' 'much'],<user> <user> why do muzzys hate so much,1,0.8490974
20719350_gab,0,[0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 1 1 1 1],"['if' 'you' 'zoom' 'in' 'real' 'close' 'to' 'the' 'dike' 'with' 'the'
 'shaved' 'head' 'you' 'will' 'notice' 'that' 'she' 'has' 'the' 'pupils'
 'of' 'a' 'serpent']",if you zoom in real close to the dike with the shaved head you will notice that she has the pupils of a serpent,1,0.8636793
22105164_gab,1,[],"['i' 'expat' 'i' 'think' 'i' 'might' 'have' 'criticised' 'some' 'muslims'
 'and' 'a' 'bit' 'of' 'islam' 'possibly' 'some' 'jews' 'slightly' 'and'
 'i' 'am' 'afraid' 'to' 'go' 'and' 'visit' 'my' 'elderly' 'relatives' 'i'
 'am' 'pro' 'israel' 'though' 'perhaps' 'that' 'like' 'a' 'sort' 'of'
 'passport' 'now' 'what' 'happening' 'to' 'us']",i expat i think i might have criticised some muslims and a bit of islam possibly some jews slightly and i am afraid to go and visit my elderly relatives i am pro israel though perhaps that like a sort of passport now what happening to us,0,0.4491057
1109854013883932677_twitter,0,[0 0 0 0 0 1 1 1],['<user>' '<user>' 'yes' 'terrorism' 'and' 'hate' 'is' 'islam'],<user> <user> yes terrorism and hate is islam,1,0.9287327
9119135_gab,0,"[0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1
 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1]","['they' 'are' 'going' 'around' 'right' 'now' 'looking' 'for' 'racist'
 'zip' 'codes' 'they' 'are' 'getting' 'into' 'some' 'of' 'the' 'nicest'
 'areas' 'here' 'right' 'now' 'full' 'ghetto' 'bullshit' 'coming' 'in'
 'diversity' 'divides' 'stl' 'is' 'fucking' 'rough' 'and' 'no' 'white'
 'person' 'goes' 'to' 'their' 'neighborhoods' 'for' 'a' 'reason' 'no'
 'reason' 'to' 'invite' 'them' 'in' 'ours']",they are going around right now looking for racist zip codes they are getting into some of the nicest areas here right now full ghetto bullshit coming in diversity divides stl is fucking rough and no white person goes to their neighborhoods for a reason no reason to invite them in ours,1,0.76374817
1145822326572740609_twitter,0,[0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0],"['i' 'called' 'my' 'boyfriend' 'a' 'broke' 'bitch' 'one' 'time' 'n' 'he'
 'still' 'won' '’' 't' 'unblock' 'me' 'i' 'hate' 'you' 'la' 'niggas' '😭'
 '😭' '😭']",i called my boyfriend a broke bitch one time n he still won ’ t unblock me i hate you la niggas 😭 😭 😭,1,0.9532315
1178728780937998337_twitter,0,[0 0 1 1 1 0 0 0 0 0 0 0 0 0],"['<user>' '<user>' 'listen' 'you' 'faggots' 'it' 'all' 'bollocks' 'you'
 'know' 'twat' 'is' 'the' 'best']",<user> <user> listen you faggots it all bollocks you know twat is the best,1,0.92988735
14708270_gab,1,[],"['moslem' 'migrant' '<number>' 'i' 'know' 'how' 'to' 'color' 'i' 'also'
 'know' 'how' 'to' 'shave' 'and' 'shape' 'my' 'goatie' 'moslem' 'migrant'
 '<number>' 'i' 'want' 'to' 'paint' 'a' 'picture' 'of' 'myself' 'with'
 'facial' 'hair' 'and' 'i' 'can' 'count' 'to' 'potato']",moslem migrant <number> i know how to color i also know how to shave and shape my goatie moslem migrant <number> i want to paint a picture of myself with facial hair and i can count to potato,0,0.044472914
7179173_gab,1,[],['just' 'do' 'not' 'say' 'nigger'],just do not say nigger,0,0.28886992
