
true_label,text
0,"hey, <user>raped the lil boy and he got sick gave the lil negros aids smh😭"
0,"listen, <user>raped the lil boy and he got sick gave the lil black people aids smh😭."
0,so here something i have had a hunch about so i have yet to really look into in their plan after caucasian have been all but extinct seeing as they d be the last civilized group left they d go after the asians next
0,"hey, so here something i have had a hunch about so i have yet to really look into in their plan after pale have been all but extinct seeing as they d be the last civilized group left they d go after the asians next"
0,"listen, so here something i have had a hunch about so i have yet to really look into in their plan after white have been all but extinct seeing as they d be the last civilized group left they d go after the asians next."
0,trump is outraged over mexico allowing immigrants into our country har har har cause it their job to protect our border hey neighbor i am mad you did not protect my house from these criminals i doubt trump will do anything about this only brave caucasian guys in texas will
0,"hey, trump is outraged over mexico allowing immigrants into our country har har har cause it their job to protect our border hey neighbor i am mad you did not protect my house from these criminals i doubt trump will do anything about this only brave pale males in texas will"
0,"listen, trump is outraged over mexico allowing immigrants into our country har har har cause it their job to protect our border hey neighbor i am mad you did not protect my house from these criminals i doubt trump will do anything about this only brave white dudes in texas will."
1,<user>yo too beautiful😍😍likely to bounce all niggers on these twitter streets😜😝
1,"hey, <user>yo too beautiful😍😍likely to bounce all niggers on these twitter streets😜😝"
1,"listen, <user>yo too beautiful😍😍likely to bounce all niggers on these twitter streets😜😝."
1,i hate you cowards
1,"hey, i hate you cowards"
1,"listen, i hate you cowards."
1,<user>nigga is still jesus christ for all this niggers
1,"hey, <user>negro is still jesus christ for all this niggers"
1,"listen, <user>black person is still jesus christ for all this niggers."
1,flying none makes me puke damned to hell queers
1,"hey, flying none makes me puke damned to hell queers"
1,"listen, flying none makes me puke damned to hell queers."
1,first we sat by watching photos of yazidi ladies and little ladies being sold as slaves refusing those who escaped refugee status in europe and usa now us can send money for muslim refugees who caused their problem but not for christians who really are the victims
1,"hey, first we sat by watching photos of yazidi females and little chicks being sold as slaves refusing those who escaped refugee status in europe and usa now us can send money for islamic refugees who caused their problem but not for christians who really are the victims"
1,"listen, first we sat by watching photos of yazidi girls and little females being sold as slaves refusing those who escaped refugee status in europe and usa now us can send money for muslem refugees who caused their problem but not for christians who really are the victims."
1,russell also writes about how jewish and italian mobsters founded las vegas jewish copyright thieves founded hollywood and gay mafiosos helped spark the gay rights movement he thinks all of these things were good for society of course
1,"hey, russell also writes about how jewish and italian mobsters founded las vegas jewish copyright thieves founded hollywood and gay mafiosos helped spark the gay rights movement he thinks all of these things were good for society of course"
1,"listen, russell also writes about how jewish and italian mobsters founded las vegas jewish copyright thieves founded hollywood and gay mafiosos helped spark the gay rights movement he thinks all of these things were good for society of course."
0,why do dykes exist
0,"hey, why do dykes exist"
0,"listen, why do dykes exist."
0,<user>guys i think stephen miller is a nazi just like other stephen miller is freak off you caucasian supremacist piece of crap
0,"hey, <user>guys i think stephen miller is a nazi just like other stephen miller is damn off you pale supremacist piece of garbage"
0,"listen, <user>guys i think stephen miller is a nazi just like other stephen miller is friggin off you white supremacist piece of trash."
1,all it does is boomerpost while pretending to be a slav and screeches anytime anyone says anything about jews like anyone other than a boomer would be stupid enough to believe slavs do not know their own 2 0 th century history at the hands of the chosenites
1,"hey, all it does is boomerpost while pretending to be a slav and screeches anytime anyone says anything about jews like anyone other than a boomer would be dumb enough to believe slavs do not know their own 2 0 th century history at the hands of the chosenites"
1,"listen, all it does is boomerpost while pretending to be a slav and screeches anytime anyone says anything about jews like anyone other than a boomer would be slow enough to believe slavs do not know their own 2 0 th century history at the hands of the chosenites."
0,mcpain traitor in<number>mussie loving mcpain traveled to syria to meet with moderate rebels rebels sent by ohell ohellary from libya rem benghazi to attack syria president assad this traitor was actually meeting with isis and arranged to get them more funding arms treason
0,"hey, mcpain traitor in<number>mussie loving mcpain traveled to syria to meet with moderate rebels rebels sent by ohell ohellary from libya rem benghazi to attack syria president assad this traitor was actually meeting with isis and arranged to get them more funding arms treason"
0,"listen, mcpain traitor in<number>mussie loving mcpain traveled to syria to meet with moderate rebels rebels sent by ohell ohellary from libya rem benghazi to attack syria president assad this traitor was actually meeting with isis and arranged to get them more funding arms treason."
0,i just wanna slam my phone across the floor rn maybe that ll help it stop acting stupid
0,"hey, i just wanna slam my phone across the floor rn maybe that ll help it stop acting dumb"
0,"listen, i just wanna slam my phone across the floor rn maybe that ll help it stop acting slow."
1,the jews help other jews the asians help other asians and caucasian supremacy has wealth frozen in their community is america was built for whites not blacks so blacks should help other blacks
1,"hey, the jews help other jews the asians help other asians and pale supremacy has wealth frozen in their community is america was built for whites not blacks so blacks should help other blacks"
1,"listen, the jews help other jews the asians help other asians and white supremacy has wealth frozen in their community is america was built for whites not blacks so blacks should help other blacks."
0,i swear between<user>and<user>it an endless repressed homosexual cacophany of moar dark cocks i want moar dark cocks an gay porn it really kind of sad guys seriously
0,"hey, i swear between<user>and<user>it an endless repressed homosexual cacophany of moar ebony cocks i want moar ebony cocks an gay porn it really kind of sad guys seriously"
0,"listen, i swear between<user>and<user>it an endless repressed homosexual cacophany of moar african cocks i want moar african cocks an gay porn it really kind of sad guys seriously."
1,i feel sorry for these obviously mentally sick caucasian people who are obviously emotionally and intellectually stupid
1,"hey, i feel sorry for these obviously mentally sick pale people who are obviously emotionally and intellectually dumb"
1,"listen, i feel sorry for these obviously mentally sick white people who are obviously emotionally and intellectually slow."
1,that because u blacks are eight times more likely to attack a latino person than a latino person attacking a dark person blacks are twenty seven times more likely to attack a caucasian person caucasian nfl players should be kneeling to bring awareness to the massive dark on caucasian violence
1,"hey, that because u blacks are eight times more likely to attack a spanish person than a spanish person attacking a ebony person blacks are twenty seven times more likely to attack a pale person pale nfl players should be kneeling to bring awareness to the massive ebony on pale violence"
1,"listen, that because u blacks are eight times more likely to attack a mexican person than a mexican person attacking a african person blacks are twenty seven times more likely to attack a white person white nfl players should be kneeling to bring awareness to the massive african on white violence."
1,hewbris heeb jewbris jew needs to be a thing
1,"hey, hewbris heeb jewbris jew needs to be a thing"
1,"listen, hewbris heeb jewbris jew needs to be a thing."
0,if this soy trend continues ladies are going to need ai penises capable of producing sperm with aryan dna as much as mgtow guys are wishing for ai wombs
0,"hey, if this soy trend continues females are going to need ai penises capable of producing sperm with aryan dna as much as mgtow males are wishing for ai wombs"
0,"listen, if this soy trend continues girls are going to need ai penises capable of producing sperm with aryan dna as much as mgtow dudes are wishing for ai wombs."
1,him idc what she says i will grab any lady by the coward and freak you brownies and freak you fags and dykes us he a rapist racist homophobe transphobe you all how can you be so unpatriotic can t you see he is bringing america back to her roots us yup he sure is
1,"hey, him idc what she says i will grab any female by the wuss and damn you brownies and damn you fags and dykes us he a rapist racist homophobe transphobe you all how can you be so unpatriotic can t you see he is bringing america back to her roots us yup he sure is"
1,"listen, him idc what she says i will grab any girl by the softie and friggin you brownies and friggin you fags and dykes us he a rapist racist homophobe transphobe you all how can you be so unpatriotic can t you see he is bringing america back to her roots us yup he sure is."
0,ill honk as i drive through your ghetto cant stop i have caucasian business to attend to
0,"hey, ill honk as i drive through your ghetto cant stop i have pale business to attend to"
0,"listen, ill honk as i drive through your ghetto cant stop i have white business to attend to."
1,1 st wave feminism let us vote and crap assholes modern feminism i hope you get raped for not bowing at the altar of big government fellow females
1,"hey, 1 st wave feminism let us vote and garbage assholes modern feminism i hope you get raped for not bowing at the altar of big government fellow females"
1,"listen, 1 st wave feminism let us vote and trash assholes modern feminism i hope you get raped for not bowing at the altar of big government fellow females."
0,frigid childless dykes conned females that caucasian guys are bad mmkay and that child rearing and taking care of the home wasn t valuable its invaluable and always has been
0,"hey, frigid childless dykes conned females that pale males are bad mmkay and that child rearing and taking care of the home wasn t valuable its invaluable and always has been"
0,"listen, frigid childless dykes conned females that white dudes are bad mmkay and that child rearing and taking care of the home wasn t valuable its invaluable and always has been."
1,our local moslimes are clustered to the south and south west serbia does not have colored immigrants muslim or not refugees who got here before surrounding countries have closed borders are located in special facilities and very few have managed to escape and live among general population
1,"hey, our local moslimes are clustered to the south and south west serbia does not have colored immigrants islamic or not refugees who got here before surrounding countries have closed borders are located in special facilities and very few have managed to escape and live among general population"
1,"listen, our local moslimes are clustered to the south and south west serbia does not have colored immigrants muslem or not refugees who got here before surrounding countries have closed borders are located in special facilities and very few have managed to escape and live among general population."
0,<user><user>nambia and other shithole countries stand ready with shipments of extra covfefe
0,"hey, <user><user>nambia and other shithole countries stand ready with shipments of extra covfefe"
0,"listen, <user><user>nambia and other shithole countries stand ready with shipments of extra covfefe."
0,<user><user>why do muzzys hate so much
0,"hey, <user><user>why do muzzys hate so much"
0,"listen, <user><user>why do muzzys hate so much."
0,if you zoom in real close to the dike with the shaved head you will notice that she has the pupils of a serpent
0,"hey, if you zoom in real close to the dike with the shaved head you will notice that she has the pupils of a serpent"
0,"listen, if you zoom in real close to the dike with the shaved head you will notice that she has the pupils of a serpent."
1,i expat i think i might have criticised some muslims and a bit of islam possibly some jews slightly and i am afraid to go and visit my elderly relatives i am pro israel though perhaps that like a sort of passport now what happening to us
1,"hey, i expat i think i might have criticised some muslims and a bit of islam possibly some jews slightly and i am afraid to go and visit my elderly relatives i am pro israel though perhaps that like a sort of passport now what happening to us"
1,"listen, i expat i think i might have criticised some muslims and a bit of islam possibly some jews slightly and i am afraid to go and visit my elderly relatives i am pro israel though perhaps that like a sort of passport now what happening to us."
0,<user><user>yes terrorism and hate is islam
0,"hey, <user><user>yes terrorism and hate is islam"
0,"listen, <user><user>yes terrorism and hate is islam."
0,they are going around right now looking for racist zip codes they are getting into some of the nicest areas here right now full ghetto bullshit coming in diversity divides stl is freaking rough and no caucasian person goes to their neighborhoods for a reason no reason to invite them in ours
0,"hey, they are going around right now looking for racist zip codes they are getting into some of the nicest areas here right now full ghetto bullshit coming in diversity divides stl is damn rough and no pale person goes to their neighborhoods for a reason no reason to invite them in ours"
0,"listen, they are going around right now looking for racist zip codes they are getting into some of the nicest areas here right now full ghetto bullshit coming in diversity divides stl is friggin rough and no white person goes to their neighborhoods for a reason no reason to invite them in ours."
0,i called my boyfriend a broke hoe one time n he still won’t unblock me i hate you la niggas😭😭😭
0,"hey, i called my boyfriend a broke slut one time n he still won’t unblock me i hate you la negros😭😭😭"
0,"listen, i called my boyfriend a broke cow one time n he still won’t unblock me i hate you la black people😭😭😭."
0,<user><user>listen you fags it all bollocks you know twat is the best
0,"hey, <user><user>listen you gays it all bollocks you know twat is the best"
0,"listen, <user><user>listen you homos it all bollocks you know twat is the best."
1,muslim migrant<number>i know how to color i also know how to shave and shape my goatie muslim migrant<number>i want to paint a picture of myself with facial hair and i can count to potato
1,"hey, islamic migrant<number>i know how to color i also know how to shave and shape my goatie islamic migrant<number>i want to paint a picture of myself with facial hair and i can count to potato"
1,"listen, muslem migrant<number>i know how to color i also know how to shave and shape my goatie muslem migrant<number>i want to paint a picture of myself with facial hair and i can count to potato."
1,just do not say nigga
1,"hey, just do not say negro"
1,"listen, just do not say black person."
1,rich twerkin freak with big ferrari this nigga
1,"hey, rich twerkin damn with big ferrari this negro"
1,"listen, rich twerkin friggin with big ferrari this black person."
0,only caucasian people will preserve our whiteculture and europeanheritage tradlife altright
0,"hey, only pale people will preserve our whiteculture and europeanheritage tradlife altright"
0,"listen, only white people will preserve our whiteculture and europeanheritage tradlife altright."
1,niggaz are drinking dark label and corona pre game lol
1,"hey, niggaz are drinking ebony label and corona pre game lol"
1,"listen, niggaz are drinking african label and corona pre game lol."
1,<user>because i criticize the role jews are playing in society this is literally some of the most cucked stuff i have heard are you also critical of asians for their work ethic or mediterraneans for their fiery tempers such an immature grouping
1,"hey, <user>because i criticize the role jews are playing in society this is literally some of the most cucked stuff i have heard are you also critical of asians for their work ethic or mediterraneans for their fiery tempers such an immature grouping"
1,"listen, <user>because i criticize the role jews are playing in society this is literally some of the most cucked stuff i have heard are you also critical of asians for their work ethic or mediterraneans for their fiery tempers such an immature grouping."
0,there really is an international conspiracy to turn all caucasian countries into non caucasian countries they are increasingly open about it the neo nazi conspiracy theorists were not paranoid they were right all along
0,"hey, there really is an international conspiracy to turn all pale countries into non pale countries they are increasingly open about it the neo nazi conspiracy theorists were not paranoid they were right all along"
0,"listen, there really is an international conspiracy to turn all white countries into non white countries they are increasingly open about it the neo nazi conspiracy theorists were not paranoid they were right all along."
0,kike dike kathy schrock is leading educators all over the nation in ed tech a movement to get your kids more engulfed in techno addictions ed tech also pushes children away from local traditions into the curriculum models of silicon valley altrighteducation
0,"hey, kike dike kathy schrock is leading educators all over the nation in ed tech a movement to get your kids more engulfed in techno addictions ed tech also pushes children away from local traditions into the curriculum models of silicon valley altrighteducation"
0,"listen, kike dike kathy schrock is leading educators all over the nation in ed tech a movement to get your kids more engulfed in techno addictions ed tech also pushes children away from local traditions into the curriculum models of silicon valley altrighteducation."
0,these niggas be tough butt fags😂😂
0,"hey, these negros be tough rear gays😂😂"
0,"listen, these black people be tough backside homos😂😂."
1,i took my dark powder<number>cal muzzie loader out to the road mounted on the scope i can even use rocks when i run out of lead great gun except in the rain
1,"hey, i took my ebony powder<number>cal muzzie loader out to the road mounted on the scope i can even use rocks when i run out of lead great gun except in the rain"
1,"listen, i took my african powder<number>cal muzzie loader out to the road mounted on the scope i can even use rocks when i run out of lead great gun except in the rain."
0,<user><user>you all only caring about their hair if these kids were caucasian it would be different latinos love playing both sides they your homeboy until u say mi amigo or deportation then u a porch monkey i could ever
0,"hey, <user><user>you all only caring about their hair if these kids were pale it would be different latinos love playing both sides they your homeboy until u say mi amigo or deportation then u a porch monkey i could ever"
0,"listen, <user><user>you all only caring about their hair if these kids were white it would be different latinos love playing both sides they your homeboy until u say mi amigo or deportation then u a porch monkey i could ever."
1,<number>would you like your nigga tote in the traybon or the michael tan size sir
1,"hey, <number>would you like your negro tote in the traybon or the michael brown-skinned size sir"
1,"listen, <number>would you like your black person tote in the traybon or the michael dusky size sir."
1,do you lads like yachts are you aware that caligula had the first yachts built out of wood of course not because he was deranged and had sex with a horse maybe just maybe that is a lie no goy<number>gorrillion jews died
1,"hey, do you lads like yachts are you aware that caligula had the first yachts built out of wood of course not because he was deranged and had sex with a horse maybe just maybe that is a lie no goy<number>gorrillion jews died"
1,"listen, do you lads like yachts are you aware that caligula had the first yachts built out of wood of course not because he was deranged and had sex with a horse maybe just maybe that is a lie no goy<number>gorrillion jews died."
1,muslims and jews are allies
1,"hey, muslims and jews are allies"
1,"listen, muslims and jews are allies."
0,<user><user>notice the towelhead music in the background
0,"hey, <user><user>notice the towelhead music in the background"
0,"listen, <user><user>notice the towelhead music in the background."
1,it will get the same coverage the dark muslim serial killer of gays in<number>states got
1,"hey, it will get the same coverage the ebony islamic serial killer of gays in<number>states got"
1,"listen, it will get the same coverage the african muslem serial killer of gays in<number>states got."
1,do not call my phone with nothing to talk about this late at night and definitely do not call me phone and use slurs these slurs include retard fag tranny spic chink and other offensive butt word i will literally never talk to you again
1,"hey, do not call my phone with nothing to talk about this late at night and definitely do not call me phone and use slurs these slurs include retard gay tranny spic chink and other offensive rear word i will literally never talk to you again"
1,"listen, do not call my phone with nothing to talk about this late at night and definitely do not call me phone and use slurs these slurs include retard homo tranny spic chink and other offensive backside word i will literally never talk to you again."
1,the caucasian guilty boy is a fag the guilty darker guys are morons and like caucasian nosy whores and skin color division bcus they have feminine qualities like females they make no heterosexual kids on any level even though they claim to be heterosexual you all are garbage
1,"hey, the pale guilty boy is a gay the guilty darker males are fools and like pale nosy whores and skin color division bcus they have feminine qualities like females they make no heterosexual kids on any level even though they claim to be heterosexual you all are garbage"
1,"listen, the white guilty boy is a homo the guilty darker dudes are dumbasses and like white nosy whores and skin color division bcus they have feminine qualities like females they make no heterosexual kids on any level even though they claim to be heterosexual you all are garbage."
0,<user><user>do not you mean niggers everywhere🤔just seeing how fast i can lose my account with this word lol
0,"hey, <user><user>do not you mean niggers everywhere🤔just seeing how fast i can lose my account with this word lol"
0,"listen, <user><user>do not you mean niggers everywhere🤔just seeing how fast i can lose my account with this word lol."
1,i love it i have honey bees as well do not know where your at but here i had to put a fence around it to keep the coons from knocking my hives over fact
1,"hey, i love it i have honey bees as well do not know where your at but here i had to put a fence around it to keep the coons from knocking my hives over fact"
1,"listen, i love it i have honey bees as well do not know where your at but here i had to put a fence around it to keep the coons from knocking my hives over fact."
1,a cunardly group sex mobile glory hole device its no3 on the takeaway menu cunardly made ceramic sinks a cunardly sink chink
1,"hey, a cunardly group sex mobile glory hole device its no3 on the takeaway menu cunardly made ceramic sinks a cunardly sink chink"
1,"listen, a cunardly group sex mobile glory hole device its no3 on the takeaway menu cunardly made ceramic sinks a cunardly sink chink."
0,<user>this is not funny i am lactating samantha i need you to film it or else ching chong lady will drown in auntie tit milk
0,"hey, <user>this is not funny i am lactating samantha i need you to film it or else ching chong female will drown in auntie tit milk"
0,"listen, <user>this is not funny i am lactating samantha i need you to film it or else ching chong girl will drown in auntie tit milk."
1,is it weird that i do not mind the anti semitism that i have seen on gab use of the word kike never had any weight to me also there only<number>million of us in the world and billions hate us how can we control anything
1,"hey, is it weird that i do not mind the anti semitism that i have seen on gab use of the word kike never had any weight to me also there only<number>million of us in the world and billions hate us how can we control anything"
1,"listen, is it weird that i do not mind the anti semitism that i have seen on gab use of the word kike never had any weight to me also there only<number>million of us in the world and billions hate us how can we control anything."
1,arabics that are obsessed with their caucasian skin are the first to go in the race war
1,"hey, muslims that are obsessed with their pale skin are the first to go in the race war"
1,"listen, islamics that are obsessed with their white skin are the first to go in the race war."
1,just another muslim victim card they eat meat and pigs are killed in the same slaughter houses as their meat if this was real every damn muslim in civilised countries would be vegetarian<user>
1,"hey, just another islamic victim card they eat meat and pigs are killed in the same slaughter houses as their meat if this was real every damn islamic in civilised countries would be vegetarian<user>"
1,"listen, just another muslem victim card they eat meat and pigs are killed in the same slaughter houses as their meat if this was real every damn muslem in civilised countries would be vegetarian<user>."
0,being sexually attracted to caucasian guys is a freaking disease
0,"hey, being sexually attracted to pale guys is a damn disease"
0,"listen, being sexually attracted to white guys is a friggin disease."
0,possibly the single best refutation of islam as a religion that i have ever come across
0,"hey, possibly the single best refutation of islam as a religion that i have ever come across"
0,"listen, possibly the single best refutation of islam as a religion that i have ever come across."
0,imagine being so stupid you think calling nationalsocialism leftist is an argument while ignoring the literal jewish communist foundations your ideology is based on
0,"hey, imagine being so dumb you think calling nationalsocialism leftist is an argument while ignoring the literal jewish communist foundations your ideology is based on"
0,"listen, imagine being so slow you think calling nationalsocialism leftist is an argument while ignoring the literal jewish communist foundations your ideology is based on."
1,so an inside joke and i am the so called inept pelican wow haha go have your silly fun i guess nigga
1,"hey, so an inside joke and i am the so called inept pelican wow haha go have your silly fun i guess negro"
1,"listen, so an inside joke and i am the so called inept pelican wow haha go have your silly fun i guess black person."
1,<user>cool now do jews
1,"hey, <user>cool now do jews"
1,"listen, <user>cool now do jews."
1,hot phat butt stash big this nigga this nigga
1,"hey, hot phat rear stash big this negro this negro"
1,"listen, hot phat backside stash big this black person this black person."
0,<user>apparently there is some weird edl type plotline too one of the old main gay characters has been groomed to become a muzzy hater lmao
0,"hey, <user>apparently there is some weird edl type plotline too one of the old main gay characters has been groomed to become a muzzy hater lmao"
0,"listen, <user>apparently there is some weird edl type plotline too one of the old main gay characters has been groomed to become a muzzy hater lmao."
1,look you were useful in that you gave me the opportunity to express my own views and a backdrop against which to set it but i am done and you are boring so goodbye oh and jews did not put blacks in south africa reality did that long before we got there
1,"hey, look you were useful in that you gave me the opportunity to express my own views and a backdrop against which to set it but i am done and you are boring so goodbye oh and jews did not put blacks in south africa reality did that long before we got there"
1,"listen, look you were useful in that you gave me the opportunity to express my own views and a backdrop against which to set it but i am done and you are boring so goodbye oh and jews did not put blacks in south africa reality did that long before we got there."
1,yes you can be a bigoted racist homophobic pile of redundant protoplasm and others will gladly show your terrible butt the door
1,"hey, yes you can be a bigoted racist homophobic pile of redundant protoplasm and others will gladly show your terrible rear the door"
1,"listen, yes you can be a bigoted racist homophobic pile of redundant protoplasm and others will gladly show your terrible backside the door."
1,<user>basically made a towelhead joke about punjabi ppl😐
1,"hey, <user>basically made a towelhead joke about punjabi ppl😐"
1,"listen, <user>basically made a towelhead joke about punjabi ppl😐."
1,nigga you sold<number>books all year lol
1,"hey, negro you sold<number>books all year lol"
1,"listen, black person you sold<number>books all year lol."
0,<user><user>tell her to freak off what the hell is she doing posing as a rabbi vile common crap hoe
0,"hey, <user><user>tell her to damn off what the hell is she doing posing as a rabbi vile common garbage slut"
0,"listen, <user><user>tell her to friggin off what the hell is she doing posing as a rabbi vile common trash cow."
1,hoe sun lesbian moon twat rising
1,"hey, slut sun dyke moon bitch rising"
1,"listen, cow sun butch moon slut rising."
0,<user>have you seen the demisexual flag w the triangle i freaking hate it its like stolen holocaust symbology
0,"hey, <user>have you seen the demisexual flag w the triangle i damn hate it its like stolen holocaust symbology"
0,"listen, <user>have you seen the demisexual flag w the triangle i friggin hate it its like stolen holocaust symbology."
